"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
892;"RL";13286;NA;"Edwards";9;2007;2008;1698;0;1698;1698;1;0;2;0;8;3;768;2009;"Normal";320000
893;"RM";3675;NA;"Edwards";6;2005;2006;1072;0;1072;547;1;0;1;0;5;2;525;2009;"Normal";145500
894;"RL";9405;NA;"Edwards";5;1947;2008;698;0;698;698;0;1;1;0;4;0;0;2009;"Normal";118000
895;"RL";6410;NA;"Edwards";4;1959;1959;876;0;876;876;0;0;1;0;5;1;320;2009;"Normal";85000
896;"RL";11767;NA;"Edwards";5;1950;1950;1368;0;1368;1078;1;0;1;0;6;1;195;2009;"Normal";120000
897;"RL";8405;NA;"Edwards";4;1945;1950;1088;441;1529;0;0;0;2;0;9;1;240;2009;"Normal";98000
898;"RL";4060;NA;"Edwards";5;1922;1950;864;0;864;864;0;0;1;0;4;0;0;2009;"Normal";99900
899;"RL";10206;NA;"Edwards";3;1952;1952;944;0;944;0;0;0;1;0;4;2;528;2009;"Normal";82000
900;"RL";10926;NA;"Edwards";5;1959;1959;1678;0;1678;1678;0;0;2;0;10;0;0;2009;"Normal";119900
901;"RL";11767;NA;"Edwards";5;1956;1956;1560;0;1560;1150;0;0;1;0;7;1;313;2009;"Normal";103500
902;"RL";8926;NA;"Edwards";4;1956;1956;960;0;960;672;0;0;1;0;5;1;288;2009;"Abnorml";112000
903;"RL";12354;"Grvl";"Edwards";6;1920;2000;684;512;1196;684;0;0;1;0;7;2;528;2009;"Normal";110000
904;"RL";8212;"Grvl";"Edwards";5;1941;1950;854;444;1298;720;0;0;1;0;6;1;256;2009;"Normal";122000
905;"RL";10998;"Grvl";"Edwards";5;1941;1960;984;620;1604;984;0;0;2;0;6;2;660;2009;"Normal";117000
906;"RH";6300;"Pave";"SWISU";5;1938;1950;832;436;1268;832;0;0;1;1;7;1;250;2009;"Abnorml";160000
907;"RH";4500;"Pave";"SWISU";5;1932;2000;848;672;1520;793;0;0;1;0;6;1;281;2009;"Abnorml";159434
908;"RL";8400;NA;"SWISU";2;1920;1950;438;0;438;290;0;0;1;0;3;1;246;2009;"Normal";60000
909;"RL";9900;NA;"SWISU";6;1940;1950;944;545;1489;778;0;0;2;0;7;1;240;2009;"Normal";139500
910;"RL";15863;NA;"SWISU";7;1920;1970;1687;998;3082;824;1;0;2;1;12;2;672;2009;"Normal";197000
911;"RL";5707;NA;"SWISU";6;1935;1950;647;595;1242;583;0;0;1;1;6;1;180;2009;"Normal";105000
912;"RL";7804;NA;"SWISU";4;1928;1950;1328;653;1981;1122;1;0;2;0;7;2;576;2009;"Normal";135000
913;"RL";8574;NA;"Crawfor";6;1916;2000;1232;0;1232;816;0;0;1;0;6;2;440;2009;"Normal";147500
914;"RL";6171;NA;"SWISU";6;1925;1990;1160;448;1608;976;0;0;2;1;7;1;216;2009;"Normal";137450
915;"RL";7200;NA;"SWISU";7;1936;2007;575;560;1135;560;1;0;1;0;6;2;576;2009;"Normal";155000
916;"RL";7558;NA;"Crawfor";6;1928;1950;1172;741;1913;896;0;0;1;1;9;2;342;2009;"Normal";177000
917;"RL";6292;NA;"SWISU";7;1928;1950;877;600;1477;861;0;1;2;0;6;1;216;2009;"Normal";145000
918;"RL";7155;NA;"Crawfor";7;1918;1990;628;600;1228;600;0;0;1;0;6;1;215;2009;"Normal";137000
919;"RL";10918;NA;"Crawfor";7;1926;2004;1276;804;2080;1276;0;0;1;1;9;1;282;2009;"Normal";234000
920;"RL";13680;NA;"Crawfor";5;1940;1950;840;727;1567;840;1;0;1;1;6;2;440;2009;"Normal";205000
921;"RL";7500;NA;"Crawfor";6;1942;1950;753;741;1494;771;0;0;1;0;7;1;213;2009;"Normal";177500
922;"RL";9600;NA;"Crawfor";5;1940;1950;976;332;1308;728;1;0;1;1;7;1;256;2009;"Normal";160000
923;"RL";14680;"Grvl";"Crawfor";5;1960;1960;1273;0;1273;1273;0;0;1;0;5;1;307;2009;"Normal";155000
924;"RL";13360;"Grvl";"Crawfor";5;1921;2006;964;0;964;876;1;0;1;0;5;2;432;2009;"Normal";163500
925;"RL";7681;NA;"Crawfor";5;1921;1950;820;523;1343;731;0;0;1;1;7;1;186;2009;"Normal";154900
926;"RL";8145;NA;"Crawfor";7;1940;1950;1240;1240;2480;920;0;0;2;1;13;2;400;2009;"Normal";205000
927;"RL";9100;NA;"Crawfor";5;1954;1954;1112;0;1112;1112;1;0;1;0;6;1;390;2009;"Family";144800
928;"RL";12000;NA;"Crawfor";7;1941;1950;860;704;1564;704;0;0;1;1;7;1;234;2009;"Normal";174500
929;"RL";13339;NA;"Crawfor";6;1960;1960;1561;0;1561;1561;1;0;2;0;6;2;463;2009;"Normal";193000
930;"RL";15600;NA;"Crawfor";5;1949;2005;986;537;1523;1067;1;0;2;0;7;1;295;2009;"Normal";158000
931;"RL";14000;NA;"Crawfor";6;1950;2004;1152;0;1152;1092;0;1;1;0;6;1;300;2009;"Family";158500
932;"RL";17500;NA;"Crawfor";6;1954;1954;1906;0;1906;1310;1;0;1;1;6;2;576;2009;"Normal";224000
933;"RM";1733;NA;"Blueste";6;1980;1980;516;516;1032;516;0;0;1;0;5;2;452;2009;"Normal";115000
934;"RM";1488;NA;"Blueste";6;1980;1992;561;668;1229;561;1;0;1;1;5;2;462;2009;"Normal";137000
935;"RM";1612;NA;"Blueste";6;1980;1980;561;668;1229;561;0;0;1;1;5;2;462;2009;"Normal";121000
936;"RM";1300;NA;"Blueste";6;1980;1980;561;668;1229;561;0;0;1;1;5;2;462;2009;"Normal";124000
937;"RL";13607;NA;"Crawfor";6;1986;1986;1182;800;1982;572;1;0;2;1;6;2;501;2009;"Normal";208000
938;"RL";17597;NA;"Crawfor";7;1971;2009;2365;0;2365;1803;1;0;2;0;7;2;551;2009;"Normal";315000
939;"RL";21695;NA;"Crawfor";6;1988;2007;1680;0;1680;880;1;0;2;0;5;2;540;2009;"Normal";222000
940;"RM";10690;NA;"IDOTRR";5;1920;1997;672;672;1344;672;0;0;1;0;6;1;468;2009;"Normal";147000
941;"RM";8660;NA;"IDOTRR";5;1900;1993;928;928;2168;760;0;0;2;0;11;2;576;2009;"Normal";123000
942;"RM";6402;NA;"IDOTRR";5;1920;1950;596;596;1192;596;0;0;1;0;6;1;189;2009;"Normal";78000
943;"C (all)";8470;NA;"IDOTRR";3;1915;1982;1013;0;1526;1013;0;0;1;0;6;0;0;2009;"Abnorml";85000
944;"C (all)";10200;"Grvl";"IDOTRR";4;1925;1950;572;0;572;572;0;0;1;0;4;1;200;2009;"Normal";75000
945;"RM";3843;NA;"Crawfor";8;2007;2008;1648;0;1648;1596;1;1;2;0;5;2;482;2009;"Partial";230000
946;"I (all)";21780;NA;"IDOTRR";2;1910;1950;810;0;810;0;0;0;1;0;4;1;280;2009;"Normal";57625
947;"RL";10125;NA;"Mitchel";8;2000;2001;1040;1012;2052;1107;0;0;2;1;7;3;642;2009;"Normal";251000
948;"RL";12822;NA;"Mitchel";7;2003;2003;1518;631;2149;1434;1;0;1;1;6;2;670;2009;"Abnorml";239686
949;"RL";12118;NA;"Mitchel";7;2004;2005;1710;0;1710;1710;0;0;2;0;7;2;550;2009;"Normal";240000
950;"RL";12209;NA;"Mitchel";6;2001;2002;804;1157;1961;804;1;0;2;1;7;2;560;2009;"Normal";215000
951;"RL";9750;NA;"Mitchel";6;1977;1977;926;0;926;902;1;0;1;0;5;1;351;2009;"Normal";156450
952;"RL";9360;NA;"Mitchel";6;1977;1977;1287;0;1287;957;1;0;1;1;5;2;541;2009;"Normal";173000
953;"RL";10125;NA;"Mitchel";5;1977;1977;1302;432;1734;0;0;0;2;0;8;2;539;2009;"Normal";126000
954;"RL";9947;NA;"Mitchel";7;1990;1991;1217;0;1217;1188;1;0;2;0;6;2;497;2009;"Normal";173000
955;"RL";11070;NA;"Mitchel";5;1991;1991;1595;0;1595;1582;1;0;2;0;5;2;672;2009;"Abnorml";152000
956;"RL";14375;NA;"Timber";6;1958;1958;1344;0;1344;819;0;1;1;0;7;2;525;2009;"Abnorml";137500
957;"RL";215245;NA;"Timber";7;1965;1965;2036;0;2036;2136;2;0;2;0;8;2;513;2009;"Normal";375000
958;"RL";12898;NA;"Timber";9;2007;2008;1620;0;1620;1620;1;0;2;0;6;3;912;2009;"Normal";315500
959;"RL";13159;NA;"Timber";7;2009;2009;846;846;1692;846;0;0;2;1;6;2;650;2009;"Partial";224500
960;"RL";13438;NA;"Timber";9;2008;2008;2036;0;2036;2190;1;0;2;0;9;3;780;2009;"Normal";410000
961;"RL";14463;NA;"Timber";9;2008;2008;1641;0;1641;1641;1;0;2;0;7;3;885;2009;"Normal";316500
962;"RL";8925;NA;"Timber";8;2007;2007;1466;0;1466;1466;0;0;2;0;7;3;610;2009;"Normal";201000
963;"RL";11457;NA;"Timber";6;1988;1988;1412;0;1412;1392;1;0;2;0;6;2;576;2009;"Normal";175000
964;"RL";9839;NA;"Timber";6;1980;2006;1375;862;2237;712;0;0;2;1;7;2;440;2009;"Normal";204000
965;"RL";14419;NA;"Timber";7;1987;1989;1479;0;1479;1645;2;0;2;1;7;2;578;2009;"Normal";213500
966;"RL";6853;NA;"Timber";8;2001;2002;1296;0;1296;1267;1;0;2;0;6;2;471;2009;"Normal";220000
967;"RL";9157;NA;"Timber";7;2003;2003;1072;942;2014;912;0;0;2;1;9;2;486;2009;"Abnorml";170000
968;"RL";14601;NA;"Timber";9;2006;2006;1838;0;1838;1838;1;0;2;0;8;3;765;2009;"Normal";315000
969;"RL";12633;NA;"Timber";9;2007;2007;1978;0;1978;1978;1;0;2;0;7;3;920;2009;"Normal";425000
970;"RL";12518;NA;"Mitchel";5;1968;1968;1008;0;1008;1008;0;0;1;0;6;1;384;2009;"Normal";139500
971;"RL";21750;NA;"Mitchel";5;1960;2006;1771;0;1771;0;0;0;1;0;9;2;336;2009;"Normal";115000
972;"RM";4500;NA;"Mitchel";6;1998;1998;1204;0;1204;1204;1;0;2;0;5;2;412;2009;"Normal";162000
973;"RM";4500;NA;"Mitchel";6;1999;1999;1224;0;1224;1224;1;0;2;0;5;2;402;2009;"Normal";165000
974;"RM";1596;NA;"MeadowV";4;1973;1973;526;462;988;462;1;0;1;0;5;1;297;2009;"Normal";91000
975;"RL";9858;NA;"Mitchel";5;1968;1968;874;0;874;864;1;0;1;0;5;1;288;2009;"Normal";130000
976;"RM";1526;NA;"MeadowV";4;1970;2002;630;0;630;630;1;0;1;0;3;1;286;2009;"Normal";86000
977;"RL";13383;NA;"Mitchel";5;1969;2000;1404;0;1404;1188;0;0;2;0;7;2;504;2009;"Normal";160000
978;"RM";1477;NA;"MeadowV";4;1970;1970;630;0;630;630;1;0;1;0;3;1;286;2009;"Normal";80000
979;"RM";1533;NA;"MeadowV";4;1970;2008;798;546;1344;546;0;0;1;1;6;0;0;2009;"Normal";97000
980;"RM";2217;NA;"MeadowV";4;1970;1970;546;546;1092;546;0;0;1;1;6;1;286;2009;"Normal";88000
981;"RL";7689;NA;"Mitchel";5;1972;1972;796;0;796;796;0;1;1;0;4;1;336;2009;"Normal";131900
982;"RL";7706;NA;"Mitchel";6;1993;1996;1091;0;1091;384;0;1;1;0;5;1;429;2009;"Normal";131250
983;"RL";9101;NA;"Mitchel";5;1978;1978;1110;0;1110;1097;1;0;1;0;4;2;602;2009;"Normal";165500
984;"RL";8780;NA;"Mitchel";5;1985;1985;833;0;833;833;1;0;1;0;5;0;0;2009;"Normal";112000
985;"RL";7669;NA;"Mitchel";5;1992;1993;883;0;883;828;1;0;1;0;5;2;698;2009;"Normal";149000
986;"RL";14115;NA;"Mitchel";5;1993;1995;796;566;1362;796;1;0;1;1;5;2;480;2009;"Normal";143000
987;"RL";10429;NA;"Mitchel";5;1992;1992;624;663;1287;624;0;0;1;1;6;2;440;2009;"Normal";130000
988;"RL";9819;NA;"Mitchel";6;1977;1977;1567;0;1567;1567;1;0;2;0;5;2;714;2009;"Normal";196000
989;"RL";10457;NA;"Mitchel";5;1969;1969;784;848;1632;784;0;0;1;1;7;2;898;2009;"Normal";173000
990;"RL";11029;NA;"NAmes";6;1958;2002;1414;0;1414;1184;1;0;1;0;6;2;601;2008;"Normal";176500
991;"RL";12925;NA;"NAmes";6;1970;1970;2117;0;2117;1205;0;0;2;1;7;2;550;2008;"Normal";237500
992;"RL";11075;NA;"NAmes";6;1969;1969;1092;1020;2112;952;0;0;2;1;9;2;576;2008;"Normal";206900
993;"RL";8702;NA;"Gilbert";6;1997;1998;926;678;1604;926;0;0;2;1;7;2;470;2008;"Normal";187500
994;"RL";8139;NA;"Gilbert";6;1995;1996;680;790;1470;680;0;0;2;1;7;2;420;2008;"Normal";165000
995;"RL";9535;NA;"Gilbert";6;1998;1998;926;678;1604;926;0;0;2;1;7;2;472;2008;"Normal";195500
996;"RL";9042;NA;"Gilbert";6;1998;1998;943;695;1638;943;1;0;2;1;7;2;472;2008;"Normal";192000
997;"RL";15038;NA;"Gilbert";6;1996;1996;916;720;1636;916;0;0;2;1;7;2;386;2008;"Normal";173000
998;"RL";14137;NA;"Gilbert";5;1996;1997;1384;0;1384;1348;1;0;2;0;7;2;404;2008;"Normal";177900
999;"RL";21872;NA;"Gilbert";7;1996;1997;729;717;1446;729;0;1;2;1;6;2;406;2008;"Normal";175000
1000;"RL";4923;NA;"StoneBr";8;2001;2002;1593;0;1593;1593;1;0;1;1;5;2;682;2008;"Normal";286000
1001;"RL";6264;NA;"StoneBr";8;1997;1997;1682;0;1682;1664;1;0;1;1;6;2;528;2008;"Normal";247900
1002;"RL";5395;NA;"StoneBr";8;1993;1993;1337;0;1337;1337;1;0;2;0;5;2;462;2008;"Normal";180000
1003;"RL";5070;NA;"StoneBr";8;1992;1992;1280;0;1280;1280;0;0;2;0;5;2;506;2008;"Normal";180000
1004;"RL";10839;NA;"Gilbert";6;1997;1998;926;678;1604;926;0;0;2;1;7;2;470;2008;"Normal";181000
1005;"RL";11184;NA;"Gilbert";6;1998;1998;932;701;1633;932;0;0;2;1;7;2;460;2008;"Family";183000
1006;"RL";8000;NA;"Gilbert";6;1995;1996;773;885;1658;773;1;0;2;1;8;2;431;2008;"Normal";188000
1007;"RL";10832;NA;"Gilbert";7;1994;1996;1086;809;1895;712;0;0;2;1;7;2;409;2008;"Normal";194500
1008;"RL";14067;NA;"Gilbert";6;1991;1991;851;858;1709;836;1;0;2;1;7;2;416;2008;"Normal";185000
1009;"RL";4671;NA;"StoneBr";8;1988;1989;1228;0;1228;1228;1;0;2;0;5;2;472;2008;"Normal";189000
1010;"RL";5950;NA;"StoneBr";8;1989;1989;1337;0;1337;1337;1;0;2;0;5;2;462;2008;"Normal";188500
1011;"RL";13543;NA;"StoneBr";8;2005;2005;1168;1332;2500;1168;0;0;3;1;9;3;683;2008;"Normal";355000
1012;"RL";11198;NA;"StoneBr";9;2005;2007;1134;1370;2504;1122;0;0;2;1;11;3;656;2008;"Normal";325000
1013;"RL";15401;NA;"StoneBr";9;2004;2004;1884;0;1884;1884;1;0;2;0;7;3;670;2008;"Normal";387000
1014;"RL";31220;NA;"Gilbert";6;1952;1952;1474;0;1474;1632;0;0;1;0;7;2;495;2008;"Normal";115000
1015;"RL";8118;NA;"StoneBr";9;2007;2007;1710;0;1710;1710;1;0;2;0;6;2;557;2008;"Normal";334000
1016;"RL";47280;NA;"Gilbert";6;1950;1950;1488;0;1488;1488;0;0;2;1;6;2;738;2008;"Family";133000
1017;"RL";20544;NA;"NWAmes";7;1986;1991;1236;857;2093;791;0;0;2;1;7;2;542;2008;"Normal";215000
1018;"RL";12680;NA;"NWAmes";7;1988;1988;1688;0;1688;1675;1;0;2;0;6;2;528;2008;"Normal";226500
1019;"RL";12090;NA;"NWAmes";6;1981;1981;1422;0;1422;1422;0;0;2;0;7;2;576;2008;"Normal";175500
1020;"RL";10825;NA;"NWAmes";7;1983;1983;1260;0;1260;1260;1;0;2;0;6;2;598;2008;"Normal";181900
1021;"RL";18559;NA;"NWAmes";7;1978;1978;2064;0;2064;2048;1;0;2;0;7;2;550;2008;"Normal";235000
1022;"RL";14450;NA;"NWAmes";7;1979;1979;1782;0;1782;1782;0;1;2;0;6;2;551;2008;"Normal";220000
1023;"RL";12227;NA;"NWAmes";6;1977;1995;1542;1330;2872;1330;1;0;2;1;11;2;619;2008;"Normal";272000
1024;"RL";13068;NA;"NWAmes";6;1976;1976;1211;0;1211;1211;1;0;2;0;6;2;461;2008;"Normal";161000
1025;"RL";15611;NA;"NWAmes";5;1977;1977;1126;0;1126;1126;0;1;2;0;6;2;540;2008;"Abnorml";175000
1026;"RL";10400;NA;"NWAmes";7;1980;1988;1277;767;2044;738;0;0;2;1;7;2;489;2008;"Normal";185000
1027;"RL";9743;NA;"NWAmes";5;1969;1969;720;588;1308;720;0;0;1;1;7;2;484;2008;"Normal";146900
1028;"RL";12511;NA;"NWAmes";7;1978;1978;1420;1420;2840;1420;0;1;2;1;8;4;1314;2008;"Normal";292500
1029;"RL";11361;NA;"NWAmes";6;1976;1976;1523;0;1523;1193;0;1;2;0;7;2;478;2008;"Abnorml";180000
1030;"RL";10400;NA;"NWAmes";6;1976;1976;1444;0;1444;1444;0;0;2;0;5;2;473;2008;"Normal";159900
1031;"RL";10480;NA;"NWAmes";7;1976;1976;1098;866;1964;803;0;0;2;1;8;2;483;2008;"Normal";205000
1032;"RL";10000;NA;"NWAmes";5;1973;2000;1178;0;1178;1176;0;1;1;1;5;2;439;2008;"Normal";157000
1033;"RL";14311;NA;"NWAmes";8;1996;1996;1236;1104;2340;1236;1;0;2;1;9;3;787;2008;"Normal";306000
1034;"RL";9000;NA;"NAmes";5;1974;1974;896;896;1792;896;0;0;2;2;8;2;480;2008;"Normal";133000
1035;"RL";9750;NA;"NAmes";6;1969;1969;1054;0;1054;1054;1;0;1;1;6;2;460;2008;"Normal";151000
1036;"RL";10295;NA;"NAmes";4;1969;1969;936;0;936;936;0;0;1;0;4;1;288;2008;"Normal";111900
1037;"RL";7560;NA;"NAmes";5;1971;1971;864;0;864;864;1;0;1;0;5;2;576;2008;"Normal";123000
1038;"RL";12735;NA;"NAmes";4;1972;1972;864;0;864;864;0;0;1;0;5;2;576;2008;"Normal";111250
1039;"RH";4060;NA;"NAmes";6;1998;1999;1337;0;1337;1405;1;0;2;0;5;2;511;2008;"Abnorml";181000
1040;"RM";1680;NA;"BrDale";6;1973;1973;483;504;987;483;0;1;1;1;5;1;264;2008;"Normal";103400
1041;"RM";1680;NA;"BrDale";6;1973;1973;483;504;987;483;1;0;1;1;5;1;264;2008;"Normal";100000
1042;"RM";1890;NA;"BrDale";6;1972;1972;483;504;987;483;0;0;1;1;5;1;352;2008;"Normal";100500
1043;"RM";1869;NA;"BrDale";6;1970;1970;483;504;987;483;0;0;1;1;5;1;280;2008;"Normal";106000
1044;"RM";1680;NA;"BrDale";6;1971;1971;483;504;987;483;0;0;1;1;4;1;264;2008;"Abnorml";85400
1045;"RM";1680;NA;"BrDale";6;1971;1971;483;504;987;483;0;0;1;1;5;1;264;2008;"Normal";89500
1046;"RM";1680;NA;"BrDale";5;1972;1972;630;672;1302;630;0;0;2;1;6;1;264;2008;"Normal";111750
1047;"RL";4043;NA;"NPkVill";6;1977;1977;1069;0;1069;1069;0;0;2;0;4;2;440;2008;"Abnorml";140000
1048;"RL";2308;NA;"NPkVill";6;1975;1975;855;601;1456;855;0;0;2;1;7;2;460;2008;"Normal";143000
1049;"RL";2529;NA;"NPkVill";7;1977;1977;1055;0;1055;1055;0;0;2;0;4;2;440;2008;"Normal";148500
1050;"RL";9477;NA;"NAmes";5;1966;1966;892;0;892;864;0;0;1;0;5;1;264;2008;"Normal";110000
1051;"RL";12444;NA;"NridgHt";8;2008;2008;1932;0;1932;1932;1;0;2;0;7;3;774;2008;"Partial";394617
1052;"RL";12474;NA;"NridgHt";10;2007;2008;1742;590;2332;1682;1;0;2;1;9;3;846;2008;"Partial";426000
1053;"RL";14803;NA;"NridgHt";10;2007;2008;2084;0;2084;2078;1;0;2;0;7;3;1220;2008;"Partial";385000
1054;"RL";14948;NA;"NridgHt";9;2008;2008;1476;1237;2713;1452;1;0;2;1;11;3;858;2008;"Partial";446261
1055;"RL";12704;NA;"NridgHt";8;2007;2007;1582;0;1582;1582;1;0;2;0;7;3;905;2008;"Partial";317500
1056;"RL";13891;NA;"NridgHt";8;2007;2008;1710;0;1710;1710;1;0;2;0;6;3;866;2008;"Partial";372402
1057;"RL";13693;NA;"NridgHt";8;2007;2007;2464;0;2464;2418;1;0;2;1;9;3;650;2008;"Normal";417500
1058;"RL";14418;NA;"NridgHt";9;2007;2007;1950;0;1950;1950;1;0;2;0;7;3;706;2008;"Normal";383000
1059;"RL";13418;NA;"NridgHt";9;2006;2006;1850;898;2748;1850;1;0;2;1;9;3;850;2008;"Abnorml";390000
1060;"RL";12539;NA;"NridgHt";10;2005;2006;1632;1158;2790;1620;1;0;2;1;10;4;1150;2008;"Normal";460000
1061;"RL";12151;NA;"NridgHt";9;2005;2005;1414;917;2331;1414;1;0;2;1;9;3;1003;2008;"Normal";379000
1062;"RL";8899;NA;"NridgHt";8;2007;2007;948;1140;2088;948;0;0;2;1;10;3;656;2008;"Normal";250000
1063;"RL";10574;NA;"NridgHt";8;2004;2004;1170;1162;2332;1148;1;0;2;1;9;3;756;2008;"Normal";316000
1064;"RL";12720;NA;"NridgHt";10;2003;2003;2470;0;2470;2535;2;0;1;1;7;3;789;2008;"Normal";615000
1065;"RL";13688;NA;"NridgHt";9;2003;2004;1572;1096;2668;1572;1;0;2;1;10;3;726;2008;"Normal";412500
1066;"RL";10625;NA;"NridgHt";7;2003;2004;1006;1040;2046;998;1;0;2;1;8;3;871;2008;"Normal";284000
1067;"RL";10845;NA;"NridgHt";8;2003;2004;1575;0;1575;1603;1;0;2;0;7;3;732;2008;"Normal";284000
1068;"RL";16900;NA;"NridgHt";8;2001;2002;1515;1134;2649;1479;1;0;2;1;10;3;746;2008;"Normal";421250
1069;"RL";16451;NA;"NridgHt";8;2003;2003;1804;886;2690;1765;0;0;2;1;9;3;795;2008;"Normal";370000
1070;"RL";10110;NA;"NridgHt";9;2008;2008;1866;0;1866;1858;1;0;2;0;7;3;870;2008;"Partial";336860
1071;"RL";8769;NA;"NridgHt";9;2008;2008;1702;0;1702;1702;1;0;1;1;7;3;1052;2008;"Partial";367294
1072;"RL";12304;NA;"NridgHt";7;2005;2005;1367;0;1367;1367;0;0;2;0;6;2;484;2008;"Normal";192000
1073;"RL";12677;NA;"NridgHt";8;2003;2004;1518;0;1518;1518;0;0;1;1;6;2;588;2008;"Normal";274000
1074;"RL";8849;NA;"NridgHt";9;2005;2005;1684;0;1684;1684;0;0;2;0;6;2;564;2008;"Normal";266000
1075;"RL";8232;NA;"NridgHt";9;2007;2008;1800;0;1800;1800;1;0;2;0;6;3;944;2008;"Partial";370967
1076;"RL";6240;NA;"NridgHt";8;2006;2007;1342;0;1342;1342;1;0;2;0;6;2;550;2008;"Normal";234250
1077;"RL";6240;NA;"NridgHt";8;2006;2007;1342;0;1342;1342;0;0;2;0;6;2;550;2008;"Normal";219500
1078;"RL";2448;NA;"NridgHt";7;2003;2004;764;862;1626;764;0;0;2;1;6;2;474;2008;"Normal";155000
1079;"RL";2448;NA;"NridgHt";7;2003;2004;764;862;1626;764;1;0;2;1;6;2;474;2008;"Normal";154000
1080;"RM";8198;NA;"NridgHt";7;2004;2004;1358;0;1358;1358;1;0;2;0;6;2;484;2008;"Normal";207000
1081;"RL";3940;NA;"Blmngtn";7;2003;2003;1455;0;1455;1415;1;0;2;0;6;3;644;2008;"Normal";195000
1082;"RM";3940;NA;"Blmngtn";7;2004;2004;1576;0;1576;1393;1;0;2;0;7;3;668;2008;"Normal";219990
1083;"RL";3182;NA;"Blmngtn";7;2005;2006;1504;0;1504;1346;0;0;2;0;7;2;437;2008;"Normal";191000
1084;"RL";3182;NA;"Blmngtn";7;2007;2007;1266;0;1266;1266;0;0;2;0;6;2;388;2008;"Normal";159895
1085;"RL";3710;NA;"Blmngtn";7;2007;2008;1246;0;1246;1146;0;0;2;0;5;2;428;2008;"Partial";187687
1086;"RL";9024;NA;"Gilbert";6;2004;2004;813;702;1515;789;0;0;2;1;8;2;393;2008;"Normal";179000
1087;"RL";7415;NA;"Gilbert";6;2004;2004;864;729;1593;839;1;0;2;1;8;2;398;2008;"Normal";193000
1088;"RL";9587;NA;"Gilbert";7;2005;2005;1166;0;1166;856;1;0;2;0;5;2;400;2008;"Normal";190000
1089;"RL";8029;NA;"Gilbert";6;2005;2005;728;728;1456;728;0;0;2;1;8;2;400;2008;"Normal";176000
1090;"RL";8010;NA;"Gilbert";7;2002;2003;840;880;1720;840;0;0;2;1;7;2;400;2008;"Normal";188000
1091;"RL";8396;NA;"Gilbert";7;2003;2003;847;1139;1986;847;0;0;2;1;9;2;434;2008;"Normal";213000
1092;"RL";7301;NA;"NridgHt";7;2007;2008;1358;0;1358;1350;1;0;2;0;6;2;484;2008;"Partial";217300
1093;"RL";10261;NA;"Gilbert";6;2000;2000;962;830;1792;936;1;0;2;1;8;2;451;2008;"Normal";186500
1094;"RL";8220;NA;"Gilbert";7;2000;2001;1008;884;1892;982;0;0;2;1;8;2;431;2008;"Normal";226750
1095;"RL";15384;NA;"Gilbert";7;2004;2005;788;702;1490;788;1;0;2;1;8;2;388;2008;"Normal";184000
1096;"RL";7750;NA;"Gilbert";7;2002;2002;707;707;1414;707;0;0;2;1;6;2;403;2008;"Normal";176000
1097;"RL";12460;NA;"Gilbert";7;1999;2000;1037;1285;2322;1037;0;0;2;1;8;2;400;2008;"Normal";225000
1098;"RL";8390;NA;"Gilbert";7;1999;1999;873;778;1651;831;0;0;2;1;7;2;450;2008;"Normal";185900
1099;"RL";9660;NA;"NoRidge";8;1997;1997;1182;1017;2199;1173;0;0;2;1;9;2;516;2008;"Normal";284500
1100;"RL";9200;NA;"NoRidge";8;1998;1998;1470;1160;2630;1470;1;0;2;1;8;3;696;2008;"Normal";315000
1101;"RL";14260;NA;"NoRidge";8;2000;2000;1145;1053;2198;1145;1;0;2;1;9;3;836;2008;"Normal";250000
1102;"RL";11000;NA;"NoRidge";9;2000;2000;1533;639;2172;1519;0;0;2;1;8;3;687;2008;"Normal";291000
1103;"RL";11675;NA;"NoRidge";8;1998;1998;2006;0;2006;1982;1;0;2;0;5;3;938;2008;"Normal";350000
1104;"RL";10990;NA;"NoRidge";7;1996;1997;1064;1061;2125;1064;1;0;2;1;12;2;576;2008;"Normal";279500
1105;"RL";11929;NA;"NoRidge";8;1995;1995;1251;1250;2501;1242;0;0;2;1;9;3;751;2008;"Normal";290000
1106;"RL";10437;NA;"NoRidge";8;1995;1995;2113;0;2113;2109;1;0;2;1;7;3;839;2008;"Normal";350000
1107;"RL";10542;NA;"NoRidge";7;1993;1994;1325;1093;2418;1311;1;0;2;1;9;3;983;2008;"Normal";341000
1108;"RL";10010;NA;"NoRidge";7;1993;1994;1108;1089;2197;1080;1;0;2;1;9;3;783;2008;"Normal";287500
1109;"RL";10944;NA;"NoRidge";7;1994;1994;1223;904;2127;1223;1;0;2;1;5;2;525;2008;"Normal";271000
1110;"RL";14303;NA;"NoRidge";8;1994;1994;1987;0;1987;1986;1;0;2;0;7;2;691;2008;"Normal";301500
1111;"RL";11932;NA;"Somerst";8;2007;2008;1580;0;1580;1580;0;0;2;0;7;3;830;2008;"Partial";235128
